 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 201 ,208000,214900,,#N/A,04/02/2018,2611,CONNECTICUT,Avenue,Royal Oak,Oakland,48073,,3,1,1035,0.16,1 1/2 Story,Bungalow, $ 201 ,Partially Finished,,208000,"Brick, Vinyl","Ceiling Fan, Central Air","Fenced, Outside Lighting",,,No Garage,Forced Air,214900,32,FALSE,"CLASSIC ROYAL OAK BRICK BUNGALOW LOCATED A BLOCK AWAY FROM RED RUN GOLF CLUB AND RED RUN PARK. KITCHEN OFFERS WHITE CABINETS, A CERAMIC FLOOR, STAINLESS STEEL APPLIANCES AND A DOORWALL LEADING TO THE BACKYARD DECK.  ENTRY LEVEL HAS BEAUTIFUL HARDWOOD FLOORS AND TONS OF NATURAL LIGHT.   SPACIOUS MASTER BEDROOM HAS NEW CARPET AND LOTS OF CLOSET SPACE.  LOWER LEVEL IS PARTIALLY FINISHED FOR ADDITIONAL LIVING SPACE. OVERSIZED BACK YARD WITH MATURE TREES AND DECK PERFECT FOR OUTDOOR ENTERTAINING.  WELCOME TO YOUR NEW HOME!",$210,154,$196,"1,600",600,"1,000",600,1958,,Porch
 $ 201 ,259655,264900,,#N/A,11/17/2018,510,GIRARD,Avenue,Royal Oak,Oakland,48073,,3,1.1,1291,0.64,1 Story,Ranch, $ 201 ,,,259655,"Aluminum, Brick","Ceiling Fan, Wall Unit",,,Attached,2 Car,"Baseboard, Hot Water",279900,24,FALSE,"ROYAL OAK. BEAUTIFUL,UPDATED  BRICK RANCH IN PARK LIKE SETTING. 3 BEDROOMS,1.5 BATHS,LIVING ROOM W/FIRE PLACE,DINING ROOM,LARGE BRIGHT KITCHEN OPENS TO DECK,COVERED FRONT PORCH, 2 CAR ATTACHED GARAGE WITH REAR OVERHEAD DOOR THAT OPENS TO  0.65 ACRE LOT (377X74).CIRCULAR DRIVEWAY.",$210,154,$196,"1,553",500,"1,053","1,053",1952,,"Deck, Porch"
 $ 201 ,365100,359000,,#N/A,04/02/2018,1815,SYCAMORE,Avenue,Royal Oak,Oakland,48073,,3,2.1,1812,0.14,2 Story,Colonial, $ 201 ,Unfinished,,365100,Wood,Central Air,"Fenced, Outside Lighting",20x20,"Detached, Door Opener, Electricity",2 Car,Forced Air,359000,28,FALSE,"ARE YOU OR HAVE YOU BEEN LOOKING FOR A HOUSE WITH ALL THE CHARM AND CHARACTER OF A CLASSIC ROYAL OAK HOME WITH ALL OF THE WHISTLES AND BELLS OF A MODERN HOME? WELL THIS UNIQUE HOME IN AN UNPARALLELED NEIGHBORHOOD HAS IT IN SOLID SPADES. SO HARD TO KNOW WHICH TO TALK ABOUT FIRST SO HERE WE GO: THE HOUSE WAS COMPLETELY REMODELED AND ADDED ONTO A FEW YEARS AGO CREATING A HIGH-END KITCHEN WITH GOURMET LEVEL APPLIANCES & FINISHINGS; THE FLOORPLAN IS COMPLETELY OPEN FROM FAMILY ROOM TO DINING ROOM TO LIVING ROOM. THIS FAMILY HAS THROWN THE BEST PARTIES HERE. THE MASTER BEDROOM SUITE IS PERFECT. THE SECOND FLOOR BEDROOM HAS BEAUTIFUL HIGH CEILINGS AND IS QUITE LARGE. NATURAL WOOD BURNING FIREPLACE, GREAT STORAGE SPACE IN THE BASEMENT, AND BEAUTIFUL PAVER PATIO. AND THEY TELL ME THE BEST NEIGHBORS. THIS NORTHWOOD SUB NEIGHBORHOOD CALLED OUT BY MANY AS ""THE BEST OF ROYAL OAK"",  IS TYPIFIED BY BEAUTIFUL ONE-OF-A-KIND LOVELY HOMES, FABULOUS OLDER TREELINED STREETS THAT ARE WALKABLE AND FRIENDLY.",$210,154,$196,"2,784","1,250","1,534","1,366",1957,,"Patio, Porch"
 $ 202 ,245000,249000,,#N/A,11/09/2018,633,Poplar,Avenue,Royal Oak,Oakland,48073,,3,2.1,1215,0.16,1 Story,Ranch, $ 202 ,Finished,,245000,Brick,"Attic Fan, Ceiling Fans 2+, Window Units 2+",,,"Attached, Direct Access, Door Opener, Electricity, Side Entrance",2 Car,Baseboard,265000,21,FALSE,"STUNNING 3 BEDROOM RANCH WITH NEUTRAL DECOR IS READY FOR THE NEW OWNER! CUSTOM MADE KITCHEN WITH EXTRA CABINETS & GRANITE COUNTER TOPS IS OPEN TO THE DINING ROOM AND IS OVERLOOKING THE BEAUTIFUL BACK YARD. HARDWOOD FLOORS IN LIVING ROOM AND BEDROOMS, DINING ROOM WITH FIREPLACE, AND YOU'LL FIND THE DESIGNER'S TOUCH IN THE UPDATED BATHROOM! LARGE BACKYARD WITH CEMENT PATIO, MATURE TREES & LOVELY LANDSCAPE IS OFFERING GREAT FAMILY ENTERTAINMENT. LARGE FINISHED BASEMENT WITH FULL BATH. GREAT CURB APPEAL WITH LONG NEWER CIRCULAR DRIVEWAY AND 2.5 CAR GARAGE. ENJOY THE EASY ACCESS TO SEVERAL PARKS, BEAUMONT HOSPITAL, DOWNTOWN ROYAL OAK, RESTAURANTS, SHOPS AND DOWNTOWN BIRMINGHAM. A MUST SEE!",$210,154,$196,"2,005",700,"1,305",700,1951,,"Deck, Porch"
 $ 202 ,310000,325000,,#N/A,03/20/2019,1402,ROYAL,Avenue,Royal Oak,Oakland,48073,,3,2.1,1537,0.25,1 1/2 Story,Bungalow, $ 202 ,Partially Finished,,310000,Vinyl,"Ceiling Fan, Central Air","ENERGY STAR® Qualified Skylights, Fenced, Outside Lighting",,"Detached, Door Opener, Electricity",2 Car,Forced Air,325000,40,FALSE,"BEAUTIFULLY MAINTAINED & UPDATED IN QUIET NEIGHBORHOOD W/ TREE-LINED STREETS READY FOR YOU TO MOVE RIGHT IN! SPECTACULAR BUNGALOW ON 218 FOOT DEEP LOT W/ PROFESSIONAL LANDSCAPING! NEWER MASTER SUITE W/ HIS & HERS WALK-IN CLOSETS & MASTER BATH W/ SOAKING TUB & SHOWER, NEW SKYLITES (15), RETILED, QUARTZ COUNTERS AND HARDWARE (16) NEWER KITCHEN W/ GRANITE COUNTERTOPS, STAINLESS SINK, DISPOSAL, HARDWARE & TILE BACKSPLASH (16) ALL WINDOWS REPLACED W/ ENERGY-STAR TRIPLE PANE & WINDOW TREATMENTS (15) FULL BASEMENT REMODEL W/HALF BATH (14)! CLOSE TO PARKS, SCHOOLS & DWTN ROYAL OAK",$210,154,$196,"1,060",,"1,060",742,1950,2015,"Deck, Porch - Covered"
 $ 202 ,385000,385000,,#N/A,04/05/2018,631,Knowles,Street,Royal Oak,Oakland,48067,,3,1.1,1908,0.18,2 Story,Bungalow, $ 202 ,Unfinished,,385000,Brick Siding,"Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"Detached, Door Opener, Electricity, Side Entrance",2 Car,Steam,385000,40,FALSE,"YOU WILL FALL IN LOVE WITH 631 KNOWLES, THE “WALK TO TOWN” LOCATION, THE ORIGINAL “CRAFTSMAN” BUNGALOW CHARACTER (OAK FLOORS AND MOLDINGS, FRENCH DOORS, FIXTURES), THE SIGNIFICANT UPGRADES (ELECTRICAL WIRING AND PANEL, AUTOMATIC GENERATOR, SEWER TO STREET, CENTRAL AIR, NEW CEMENT DRIVEWAY AND 2 CAR GARAGE), THE LIST GOES ON AND ON. THE FLOOR PLAN FEATURES A 3 SEASON FRONT SITTING PORCH, LARGE LIVING ROOM WITH FIREPLACE, AND LEADED GLASS BOOKSHELVES, FORMAL DINING ROOM WITH WINDOW SEATS AND BUILT-INS, GREAT KITCHEN WITH 42” STAINLESS STEEL STOVE, GRANITE COUNTERS, CUSTOM CABINETS, EATING SPACE AND ADJOINING BACK HALL WITH LAVATORY, DOUBLE PANTRY, AND BENCH. THERE IS A FIRST FLOOR SUNROOM/DEN WITH FRENCH DOORS. UPSTAIRS FEATURES FRONT FACING MASTER BEDROOM WITH WALK IN CLOSET. BEDROOMS 2 AND 3 EACH FEATURE A 10 X 10 SITTING ROOM DIRECTLY ADJACENT. CELEBRATE THE OUTDOORS ON THE DECK OR PATIO. LOCATION IS GREAT AND CHARACTER ABOUNDS! MAKE HOME HERE.",$210,154,$196,"2,009",900,"1,109","1,100",1950,,Porch
 $ 202 ,345000,358000,,#N/A,06/15/2018,400,LA PLAZA,,Royal Oak,Oakland,48073,,3,2.1,1709,0.14,2 Story,Colonial, $ 202 ,Unfinished,,345000,"Brick, Wood",Central Air,Fenced,,"Attached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,358000,30,FALSE,"THIS IS A RARE NEWER CONSTRUCTION HOME IN AN UP AND COMING AREA. MANY HOMES ARE BEING RENOVATED OR REMOVED FOR NEW CONSTRUCTION.  GORGEOUS 3 BEDROOM, 2.5 BATH COLONIAL WITHIN WALKING DISTANCE OF DOWNTOWN ROYAL OAK! THIS BEAUTIFUL HOME IS NEWLY RENOVATED THIS YEAR W/ HARDWOOD FLOORS, CARPET, & REMODELED KITCHEN W/ STAINLESS STEEL APPLIANCES. NEW HWH IN 2017. OTHER FEATURES INCLUDE A HUGE MASTER SUITE W/ WALK-IN CLOSET, SPACIOUS GUEST ROOMS, A DRY BASEMENT, A RARE 2 CAR ATTACHED GARAGE, LARGE OUTDOOR DECK/PATIO SPACE & VERSATILE BACKYARD. WILL SELL FURNISHED. EXCELLENT LOCATION HAS QUICK ACCESS TO BEAUMONT, WOODWARD, & HIGHWAYS. LATPAO.",$210,154,$196,"1,379",525,854,840,1950,,"Deck, Porch, Porch - Covered"
 $ 202 ,478500,474900,,#N/A,05/15/2018,1119,LAFAYETTE,Avenue,Royal Oak,Oakland,48067,,5,2,2370,0.35,1 Story,"Contemporary, Ranch", $ 202 ,,,478500,Brick,"Attic Fan, Ceiling Fans 2+, ENERGY STAR® Qualified A/C Equipment, Wall Unit","Fenced, Outside Lighting",22x24,"Attached, Direct Access, Door Opener, Electricity, Side Entrance",2 Car,"Hot Water, Radiant",474900,32,FALSE,"THIS SPRAWLING TRUE MID-CENTURY PRAIRIE  STYLE BRICK RANCH  BOASTS ALMOST 2400 SQ. FT OF LIVING SPACE,  WITH FIVE BEDROOMS AND TWO FULL BATHS ON CORNER LOT IN WONDERFUL ROYAL OAK LOCATION, AND SO CLOSE TO DOWNTOWN. THERE IS SOMETHING ABOUT THE  FLOOR PLAN OF THIS HOUSE THAT  IS SO BEAUTIFUL, ALMOST LIKE A PIECE OF ART. FROM EVERY ANGLE, IT’S SPECTACULAR. FANTASTIC PERIOD ARCHITECTURAL DESIGN INCLUDES A FAMILY ROOM WITH A  VAULTED CATHEDRAL CEILING WITH EXPOSED BEAMS; MANY, MANY PERIOD SPECIFIC PRAIRIE STYLE WINDOWS; A RIVER ROCK FIREPLACE; WONDERFUL OPEN FLOW; BEAUTIFULLY UPDATED KITCHEN WITH SNACK BAR OPENS TO FAMILY ROOM AND DINING ROOM.  PERFECT LAY OUT FOR MODERN LIVING WHILE ALLOWING SOME PRIVACY AND SPECIFICITY OF USE.  GENEROUS-SIZED BEDROOMS WITH EQUALLY GENEROUS CLOSETS. ADDITIONAL SIDE ACCESS WITH DIRECT ENTRY 2-CAR GARAGE. BEAUTIFUL HARDWOOD FLOORING THROUGHOUT MOST OF HOME. FABULOUS 120 X 128 CORNER LOT. BACKYARD OFFERS LARGE DECK OFF FAMILY ROOM; SHED. FULL PRIVACY FENCE.",$210,154,$196,"2,169","1,000","1,169","1,169",1951,,"Deck, Porch"
 $ 202 ,265000,275000,,#N/A,10/22/2018,1809,TAYLOR,Avenue,Royal Oak,Oakland,48067,,3,2.1,1312,0.28,1 1/2 Story,Bungalow, $ 202 ,Partially Finished,,265000,"Brick, Vinyl","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"Detached, Side Entrance",2 Car,Forced Air,275000,37,FALSE,"CHARM, CHARM, CHARM BEST DESCRIBES THIS UPDATED 1922 ROYAL OAK BUNGALOW ON A 3RD OF AN ACRE LOT.   CURB APPEAL GALORE PLUS THE LOW TRAFFIC BENEFIT OF BEING ON A DEAD END STREET. FEATURES INCLUDE ENCLOSED FRONT PORCH, MAIN FLOOR OPEN CONCEPT LIVING, LIVING AND DINING ROOM COMBO WITH BRAZILIAN CHERRY WOOD FLOORS THAT OPENS INTO THE LARGE KITCHEN PERFECT FOR ENTERTAINING. KITCHEN IS UPDATED WITH STAINLESS STEEL OVEN AND DISHWATER WITH PLENTY OF STORAGE AND PENNINSULA THAT OFFERS BAR SEATING. OTHER NOTABLES INCLUDE A FULL BATHROOM AND A BEDROOM ON 1ST FLOOR. 2ND FLOOR OFFERS MASTER BEDROOM WITH LARGE WINDOW AND WALK IN CLOSET, THIRD BEDROOM WITH PLENTY OF NATURAL LIGHT, AND BATHROOM IS SPACIOUS WITH A STAND ALONE TUB! LOWER LEVEL OF THE HOME OFFERS PLENTY OF STORAGE AND RECREATION AREA. THE BACKYARD IS WHERE TO BE WITH A PICTURESQUE SETTING WITH LARGE DOUBLE LOT THAT OFFERS MATURE TREES FOR SHADE, PATIO AND FIRE PIT FOR ENTERTAINING, PRIVACY FENCE AND PLENTY OF ROOM TO ROAM.",$210,154,$196,975,,975,832,1940,,"Patio, Porch - Covered"
 $ 202 ,541000,569000,,#N/A,02/01/2019,2016,LLOYD,Avenue,Royal Oak,Oakland,48073,,4,2.1,2677,0.33,2 Story,Contemporary, $ 202 ,Finished,,541000,Wood,Central Air,Fenced,25x25,"Attached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,569000,16,FALSE,"THIS EXQUISITE CONTEMPORARY IN HIGHLY SOUGHT AFTER NEIGHBORHOOD HAS SOARING CEILINGS AND QUALITY APPOINTMENTS THROUGHOUT. 2018 UPDATED KITCHEN W/URBAN EFFECTS BASE CABINETS, QUARTZ COUNTERS, NEW DISHWASHER, GAS COOKTOP AND DOUBLE OVEN. OPENS TO GREAT ROOM AND SOLARIUM PORCH WITH DOOR WALL TO COVERED PORCH OVERLOOKING PRIVATE BEAUTIFULLY LANDSCAPED 120’ WIDE YARD. GAS FIREPLACE WITH PEWABIC TILE SURROUND. MASTER BEDROOM HAS CATHEDRAL CEILING AND NEWLY RENOVATED BATH WITH DOUBLE SINKS AND EURO GLASS SHOWER DOOR. CEILING TO FLOOR WINDOWS THROUGHOUT BRING IN ABUNDANT NATURAL LIGHT WITH VIEWS TO THE OUTDOORS. TURN KEY. MUST SEE!",$210,154,$196,"2,264","1,100","1,164","1,100",1953,,"Breezeway, Patio, Porch"
 $ 202 ,260000,260000,,#N/A,04/30/2018,906,MCLEAN AVE,,ROYAL OAK,Oakland,48067,,3,1.1,1286,0.11,2 Story,Colonial, $ 202 ,,,260000,"Aluminum, Brick, Vinyl",Central Air,,,,,Forced Air,270000,29,FALSE,"GORGEOUS, WELL KEPT, ROYAL OAK COLONIAL AWAITS YOU. OPEN CONCEPT, EATING AREA IN KITCHEN WITH DOORWALL LEADING TO A BACK DECK PATIO THAT IS  PERFECT FOR A FAMILY MEAL OR ENTERTAINING GUESTS. HARDWOOD FLOORS THROUGHOUT THE 1ST FLOOR ARE IN GREAT CONDITION. HOME FEATURES NEWER ROOF (2009), FURNACE AND HOT WATER TANK (2015) AS WELL AS UPDATED ELECTRICAL WITH A WHOLE HOUSE SURGE PROTECTOR. BACKYARD HAS A VERY USEFUL SHED 10X8 WITH A CONCRETE FLOOR. **THE LOCATION PUTS YOU IN WALKING DISTANCE TO DOWNTOWN ROYAL OAK AND THERE IS A NEIGHBORHOOD GROCERY STORE AS WELL AS A VFW PARK AND COMMUNITY CENTER ALSO IN WALKING DISTANCE.**",$210,154,$196,"1,732",450,"1,282",661,1933,,"Deck, Patio"
 $ 202 ,364000,353000,,#N/A,05/04/2018,202,AUSTIN,Avenue,Royal Oak,Oakland,48067,,4,1.1,1800,0.17,1 1/2 Story,Cape Cod, $ 202 ,Unfinished,,364000,"Brick, Wood",Central Air,"Chimney Cap(s), Fenced",,Detached,2 Car,"ENERGY STAR® Qualified Furnace Equipment, Forced Air",353000,29,FALSE,"IF YOU'RE LOOKING FOR ARTS & CRAFTS CHARM WITH WALKING DISTANCE TO MAIN STREET, THIS IS IT. UPON ENTERING, YOU'LL BE GREETED WITH SUBSTANTIAL NATURAL LIGHT THROUGHOUT. FEATURING ORIGINAL WOOD TRIM & NEW HARD WOOD FLOORING, THE OPEN CONCEPT FEEL OF THE LIVING SPACE BRINGS CALIFORNIA CRAFTSMAN STYLE LIVING TO ROYAL OAK. ENJOY CONVERSATION IN THE OPEN DINING AREA, COMPLETE WITH FIREPLACE. FRENCH DOORS LEAD TO AN ADDITIONAL BED OR OFFICE. BEAMED CEILING & MODERN LIGHTING IN THE LIVING ROOM CREATE AN ENVIRONMENT FOR RELAXATION. THE KITCHEN FEATURES MODERN, PREMIUM STAINLESS APPLIANCES AND A BREAKFAST NOOK/SITTING AREA. THE FIRST FLOOR MASTER IS BRIGHT & SPACIOUS, FEATURING WOOD TREATMENTS & NATURAL LIGHT, WHILE THE BATH IS UPDATED & TRIMMED TO PERFECTION. UPSTAIRS, YOU'LL FIND A BEAUTIFUL PLAY OR WORK SPACE WITH SKYLIGHT AND BEAMED CEILING. THE TWO BEDROOMS OFFER PLENTY OF SPACE FOR THE KIDS TOYS OR FURNITURE. IF YOU'RE LOOKING FOR A UNIQUE HOME WITH OLD WORLD STYLE, LOOK NO FURTHER!",$210,154,$196,"1,198",,"1,198",672,1918,2005,Porch - Covered
 $ 202 ,262500,279900,,#N/A,05/11/2018,607,4TH,Street,Royal Oak,Oakland,48067,,3,1.1,1298,0.1,2 Story,Colonial, $ 202 ,Unfinished,,262500,"Aluminum, Vinyl","Ceiling Fan, Central Air",,,,No Garage,Forced Air,279900,18,FALSE,IN THE HEART OF DOWNTOWN ROYAL OAK. STEPS FROM ALL THE FUN. NEW FRONT DOOR WELCOMES YOU. INTERIOR FINISHES REPLACED IN 2008 OR LATER. NEWER KITCHEN. NEWER BATHROOM. NEW INTERIOR DOORS. CANNED LIGHTS. HARD WOOD FLOORS. UPDATED INSULATION IN WALLS AND CEILING. ELECTRIC WATER HEATER. HIGH EFFICANCY FURNACE AND AIR CONDITIONING. HARD WIRED SMOKE DETECTOR. ROOF AND SIDING 2006. NEW SEWER AND BACKFLOW PREVENTER. ( PREVIOUS OWNER STARTED RENOVATION AND STOPPED AFTER DEMO) OPEN HOUSE SUNDAY APRIL 22 FROM 12PM - 2PM.,$210,154,$196,"2,012",800,"1,212",800,1949,2014,"Porch, Porch - Covered"
 $ 202 ,285000,275000,,#N/A,04/10/2018,1210,HOFFMAN,,Royal Oak,Oakland,48067,,3,2,1409,0.11,2 Story,Bungalow, $ 202 ,Partially Finished,,285000,Vinyl,"Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"Detached, Electricity",2 Car,Forced Air,275000,22,FALSE,"ENJOY EVERYTHING ROYAL OAK HAS TO OFFER IN THIS BRIGHT AND SPACIOUS UPDATED BUNGALOW. EASY ACCESS TO 696 AND I-75, LESS THAN A MILE WALK TO DOWNTOWN ROYAL OAK, AND JUST STEPS AWAY FROM YOUR FRONT DOOR IS DONDERO PARK. THE HOUSE BOASTS AN UPDATED KITCHEN WITH GRANITE COUNTER TOPS, SUBWAY TILE BACKSLASH, AND STAINLESS STEEL APPLIANCES. HARDWOOD FLOORS THROUGHOUT. DESIRABLE LAYOUT WITH 1 BED AND 1 BATH ON THE FIRST FLOOR, AND 2 BEDS (INCLUDING MASTER) 1 BATH ON THE SECOND FLOOR. ALL BEDROOMS HAVE WALK IN CLOSETS, AND SECOND FLOOR ALSO BOASTS A CHARMING BONUS ROOM THAT IS PERFECT FOR A NURSERY OR OFFICE. BOTH BATHS ARE UPDATED INCLUDING THE SECOND FLOOR BATHROOM WITH NATURAL LIGHT FROM THE SKYLIGHT. SPEND THE SUMMER NIGHTS RELAXING ON YOUR BACK DECK UNDER THE PERGOLA, OR ROCKING ON THE COVERED FRONT PORCH. THE SEMI FINISHED BASEMENT SERVES AS A PERFECT REC ROOM. BRAND NEW, HUGE WASHER AND DRYER ARE INCLUDED AND ROOF IS 2 YEARS OLD. DON'T MISS OUT ON THIS EXCEPTIONAL HOME IN A GREAT AREA!",$210,154,$196,"1,534",500,"1,034",900,1921,,Porch - Covered
 $ 202 ,289000,289000,,#N/A,10/05/2018,3502,NORMANDY,Road,Royal Oak,Oakland,48073,,3,2,1428,0.18,1 Story,Ranch, $ 202 ,Unfinished,,289000,"Aluminum, Vinyl",Central Air,,24x38,"Attached, Door Opener, Electricity, Heated, Workshop",2 Car,Forced Air,289000,24,FALSE,"CORNER LOT WITH ATTACHED GARAGE AND WORKSHOP! WHAT?! YES IN ROYAL OAK. THIS SPECIAL PROPERTY HAS THREE BEDROOMS TWO BATHROOMS THAT HAVE BEEN UPDATED, NEW CARPET, NEW PAINT THROUGHOUT AND ALL NEW APPLIANCES IN THE KITCHEN AND ORIGINAL REFINISHED HARDWOOD. THIS LAYOUT IS GREAT AND HAS LOTS OF POTENTIAL TO PUT YOUR FINAL TOUCHES. THIS PROPERTY IS MORE THAN IT APPEARS.",$210,154,$196,"1,548",545,"1,003","1,003",1952,,"Patio, Porch"
 $ 203 ,225000,235000,,#N/A,08/07/2018,705,MINERVA,Avenue,Royal Oak,Oakland,48067,,3,1.1,1111,0.11,1 1/2 Story,Bungalow, $ 203 ,Partially Finished,,225000,Brick,Ceiling Fans 2+,"Fenced, Outside Lighting",,"Detached, Door Opener",2 Car,Forced Air,235000,18,FALSE,"COZY UP IN THIS BRICK BUNGALOW. BEAUTIFUL OPEN CONCEPT LIVING AND FORMAL DINING ROOM BOAST HARDWOOD FLOORS, COVE CEILINGS, AND TONS OF NATURAL LIGHT. THE FANTASTIC KITCHEN PROVIDES AMPLE CABINETS AND COUNTER SPACE FOR STORAGE. TWO NICE SIZED ENTRY LEVEL BEDROOMS SHARE A FULL BATH. ENJOY THE SPACIOUS MASTER SUITE COMPLETE WITH LONG SLIDING MIRRORED CLOSET AND CONVENIENT HALF BATH. LOWER LEVEL PROVIDES LAUNDRY, STORAGE, AND LIVING SPACE.  WATCH THE SUNSET ON THE LARGE FRONT PORCH. DETACHED TWO CAR GARAGE, QUIET NEIGHBORHOOD, EASY ACCESS TO FREEWAYS, AND A SHORT DRIVE TO DOWNTOWN ROYAL OAK. WELCOME HOME!",$210,154,$196,"1,939",793,"1,146",793,1947,,Porch
 $ 203 ,230000,229999,,#N/A,11/26/2018,1003,EDGEWORTH,Avenue,Royal Oak,Oakland,48067,,3,1.1,1135,0.14,1 Story,Ranch, $ 203 ,Finished,,230000,Brick,"Ceiling Fan, Central Air","Fenced, Outside Lighting",22x22,"Detached, Door Opener, Electricity, Side Entrance",2 Car,Forced Air,229999,37,FALSE,"HONEY STOP THE CAR!! CREAM PUFF OF A HOME!  SUPER CUTE AND UPDATED THREE BEDROOM 1.5 BATH ALL BRICK RANCH ON CORNER LOT. OPEN AND BRIGHT, THE LIVING AREA FLOWS INTO THE DINING ROOM AND KITCHEN. LOVELY UPDATED KITCHEN IS LARGE, OPEN AND BOASTS GRANITE COUNTERS, CERAMIC FLOORING AND BACK-SPLASH, RECESSED LIGHTING, REALLY NICE TO COOK IN AND STILL KEEP COMPANY WITH GUESTS AND FAMILY. THIS MODERN FLOOR PLAN IS WHAT YOU ARE REALLY LOOKING FOR.  LIVING ROOM OFFERS LARGE PICTURE WINDOW AND  HARDWOOD FLOORING. NICE BEDROOM SIZES. BEAUTIFULLY FULLY FINISHED RECREATION ROOM IN THE LOWER LEVEL AFFORDS LOTS MORE LIVING SPACE, COMPLETE WITH FINISHED HALF-BATH. ITS FABULOUS. SEPARATE LAUNDRY AND UTILITY ROOM WITH ENOUGH SPACE FOR WORKOUT ROOM, ETC.  BACKYARD IS FULLY FENCED WITH A BEAUTIFUL HIGH END BLACK METAL FENCE ALSO WITH ACCESS TO TWO CAR GARAGE.  REALLY WONDERFULLY LOVELY HOME WELL SUITED FOR A VARIETY OF MODERN NEEDS. YOU WILL BE HAPPY IF YOU COME BY TO SEE THIS HOME!",$210,154,$196,"1,744",550,"1,194","1,194",1953,,Porch
 $ 203 ,255000,234900,,#N/A,08/24/2018,912,5th,Street,Royal Oak,Oakland,48067,,3,1.1,1258,0.2,1 1/2 Story,Bungalow, $ 203 ,Unfinished,,255000,"Aluminum, Brick","Ceiling Fans 2+, Central Air",Fenced,20x24,"Detached, Door Opener, Electricity",2 Car,Forced Air,234900,29,FALSE,"THIS CHARACTER FILLED ROYAL OAK BUNGALOW IS WALKING DISTANCE TO DOWNTOWN. SITUATED ON A 60 FOOT TREED LOT, IT BOASTS 3 BEDROOMS WITH HUGE UPSTAIRS MASTER, EAT IN DINING ROOM,  HARDWOOD FLOORING, NATURAL FIRE PLACE AND ADDITIONAL 4 SEASONS ROOM OFF THE BACK OF THE HOME.  TWO CAR DETACHED GARAGE AND FULL BASEMENT WITH B-DRY SYSTEM.  STAMPED PATIO OVERLOOKING BEAUTIFUL TREED LOT, GIVES THIS HOME AN AMAZING FEEL.  ADDITIONAL 152 SQUARE FOOT SUNROOM NOT INCLUDED IN THE PRD.  CALL TO SEE IT TODAY!",$210,154,$196,"2,081",800,"1,281",898,1947,2012,"Patio, Porch - Covered"
 $ 203 ,210000,205500,,#N/A,06/06/2018,517,TWELVE MILE,Road,Royal Oak,Oakland,48073,,3,1,1035,0.13,1 1/2 Story,Bungalow, $ 203 ,Unfinished,,210000,Vinyl,"Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",20x22,"1 Assigned Space, Detached, Door Opener, Electricity, Side Entrance",2 Car,Forced Air,205500,31,FALSE,"THIS IS ONE NICE HOUSE! MOVE-IN READY AND IN TURN-KEY, UPDATED CONDITION. LOVELY EAT-IN KITCHEN WITH WHITE CABINETS, UPDATED GRANITE COUNTER TOPS AND WONDERFUL STORAGE SPACE. SPACIOUS ROOMS WITH REDONE HARDWOOD FLOORS. REDONE BATHROOM. FRESHLY PAINTED INTERIOR. TALL CEILINGS ON THE SECOND FLOOR AND BASEMENT. THIS HOME OFFERS SO MANY UPDATES: NEWER ENERGY EFFICIENT WINDOWS; NEWER ROOF; NEWER SIDING. SEMI-FINISHED BASEMENT. TWO CAR GARAGE WITH AN EXTRA PARKING SPACE TO THE NORTH OF THE GARAGE FOR AN RV/BOAT/ADDITIONAL CARS - PARKING AND GARAGE ARE OFF 12 MILE AND IT IS VERY EASY TO GET IN AND OUT OF THE STREET.  WONDERFUL CURB APPEAL. THIS HOUSE IS A GREAT VALUE AND IS PRICED TO SELL! OPEN TO SHOW ALL WEEKEND!",$210,154,$196,"1,231",,"1,231",803,1950,2018,Porch - Enclosed
